Member_number,Date,itemDescription
2120015281,14/01/2021,Pulses
2120015281,14/01/2021,Vegetable
2120015281,14/01/2021,Vegetable
2120015281,14/01/2021,Vegetable
2120015281,14/01/2021,Biscuits
2120015281,14/01/2021,Biscuits
2120015281,14/01/2021,Cosmetics/Personal Hygiene
2120015281,14/01/2021,Wheat
2120015281,14/01/2021,Seeds/Spices
2120015281,14/01/2021,Seeds/Spices
2120015281,14/01/2021,Seeds/Spices
2120015281,14/01/2021,Seeds/Spices
2120015281,14/01/2021,Indian snacks
2120015281,14/01/2021,Indian snacks
2120015281,14/01/2021,Salt
2120015281,14/01/2021,Sugar
2120015281,14/01/2021,Milk
2120015281,14/01/2021,Cooking Oil
2120015281,14/01/2021,Poha
2120015282,14/01/2021,chips
2120015283,14/01/2021,Vegetable
2120015283,14/01/2021,Paneer/Tofu/Khova
2120015284,14/01/2021,Jaggery
2120015284,14/01/2021,Misc. Household
2120015284,14/01/2021,Misc. Household
2120015284,14/01/2021,Curd
2120015284,14/01/2021,Poha
2120015285,14/01/2021,Chocolate
2120015286,14/01/2021,Biscuits
2120015286,14/01/2021,Indian snacks
2120015287,14/01/2021,Vegetable
2120015287,14/01/2021,Coffee
2120015287,14/01/2021,Coffee
2120015287,14/01/2021,Cleaning Products
2120015288,14/01/2021,Beverage
2120015289,14/01/2021,Water
2120015290,14/01/2021,Water
2120015290,14/01/2021,Misc. Household
2120015291,14/01/2021,Water
2120015291,14/01/2021,Indian snacks
2120015292,14/01/2021,Indian snacks
2120015292,14/01/2021,Chocolate
2120015293,14/01/2021,Jaggery
2120015294,14/01/2021,Other flours
2120015295,14/01/2021,Instant Noodles/Pasta/Soup
2120015295,14/01/2021,Biscuits
2120015295,14/01/2021,Biscuits
2120015295,14/01/2021,Cleaning Products
2120015295,14/01/2021,Biscuits
2120015295,14/01/2021,Stationary
2120015295,14/01/2021,Cleaning Products
2120015295,14/01/2021,Cooking Oil
2120015295,14/01/2021,Instant Noodles/Pasta/Soup
2120015295,14/01/2021,Milk
2120015296,14/01/2021,Vegetable
2120015296,14/01/2021,Vegetable
2120015296,14/01/2021,Instant Noodles/Pasta/Soup
2120015296,14/01/2021,Butter Milk
2120015296,14/01/2021,Bread
2120015296,14/01/2021,Ghee
2120015297,14/01/2021,Cooking Oil
2120015298,14/01/2021,Instant Noodles/Pasta/Soup
2120015299,15/01/2021,Cooking Oil
2120015300,15/01/2021,Vegetable
2120015300,15/01/2021,Vegetable
2120015301,15/01/2021,Vegetable
2120015301,15/01/2021,Cream
2120015302,15/01/2021,Cosmetics/Personal Hygiene
2120015303,15/01/2021,Beverage
2120015303,15/01/2021,Ghee
2120015304,15/01/2021,Seeds/Spices
2120015304,15/01/2021,Chocolate
2120015304,15/01/2021,Sauces/pastes/spread/pickle
2120015304,15/01/2021,Cream
2120015304,15/01/2021,Dry fruits/nuts
2120015305,15/01/2021,Vegetable
2120015305,15/01/2021,Vegetable
2120015305,15/01/2021,Vegetable
2120015305,15/01/2021,Chocolate
2120015306,15/01/2021,Misc. Household
2120015306,15/01/2021,Paneer/Tofu/Khova
2120015307,15/01/2021,Misc. Household
2120015307,15/01/2021,Misc. Household
2120015308,15/01/2021,Tissues
2120015308,15/01/2021,Cleaning Products
2120015308,15/01/2021,Cosmetics/Personal Hygiene
2120015308,15/01/2021,Cosmetics/Personal Hygiene
2120015308,15/01/2021,Cosmetics/Personal Hygiene
2120015308,15/01/2021,Seeds/Spices
2120015308,15/01/2021,Milk
2120015309,15/01/2021,Milk
2120015309,15/01/2021,Milk
2120015310,15/01/2021,Water
2120015310,15/01/2021,Biscuits
2120015311,15/01/2021,Milk
2120015311,15/01/2021,Curd
2120015312,15/01/2021,Stationary
2120015313,15/01/2021,Dry fruits/nuts
2120015313,15/01/2021,Dry fruits/nuts
2120015313,15/01/2021,Pulses
2120015313,15/01/2021,Vegetable
2120015314,15/01/2021,Vegetable
2120015314,15/01/2021,Cheese
2120015314,15/01/2021,Cheese
2120015314,15/01/2021,Sauces/pastes/spread/pickle
2120015315,15/01/2021,Milk
2120015316,15/01/2021,Vegetable
2120015316,15/01/2021,Cosmetics/Personal Hygiene
2120015316,15/01/2021,Milk
2120015317,15/01/2021,Chocolate
2120015318,15/01/2021,Sauces/pastes/spread/pickle
2120015318,15/01/2021,Bread
2120015319,15/01/2021,Water
2120015319,15/01/2021,Biscuits
2120015320,15/01/2021,Biscuits
2120015320,15/01/2021,Chips
2120015320,15/01/2021,Chips
2120015320,15/01/2021,Biscuits
2120015320,15/01/2021,Sauces/pastes/spread/pickle
2120015320,15/01/2021,Sauces/pastes/spread/pickle
2120015321,15/01/2021,Stationary
2120015321,15/01/2021,Ice cream
2120015321,15/01/2021,Paneer/Tofu/Khova
2120015321,15/01/2021,Chocolate
2120015322,15/01/2021,Cheese
2120015322,15/01/2021,Curd
2120015323,15/01/2021,Beverage
2120015324,15/01/2021,Chocolate
2120015324,15/01/2021,Chocolate
2120015324,15/01/2021,Instant Noodles/Pasta/Soup
2120015324,15/01/2021,Instant Noodles/Pasta/Soup
2120015324,15/01/2021,Ice cream
2120015324,15/01/2021,Idli/Dosa Batter
2120015324,15/01/2021,Sauces/pastes/spread/pickle
2120015325,15/01/2021,Beverage
2120015325,15/01/2021,Curd
2120015325,15/01/2021,Milk
2120015326,15/01/2021,Indian snacks
2120015327,15/01/2021,Rice
2120015327,15/01/2021,Cleaning Products
2120015328,15/01/2021,Biscuits
2120015328,15/01/2021,Indian snacks
2120015328,15/01/2021,Milk
2120015329,15/01/2021,Biscuits
2120015329,15/01/2021,Instant Noodles/Pasta/Soup
2120015329,15/01/2021,Chips
2120015329,15/01/2021,Popcorn
2120015329,15/01/2021,Milk
2120015329,15/01/2021,Curd
2120015330,15/01/2021,Paneer/Tofu/Khova
2120015331,15/01/2021,Misc. Household
2120015331,15/01/2021,Egg
2120015331,15/01/2021,Bread
2120015331,15/01/2021,Idli/Dosa Batter
2120015332,15/01/2021,Egg
2120015332,15/01/2021,Water
2120015333,15/01/2021,Tissues
2120015333,15/01/2021,Tissues
2120015334,15/01/2021,Cheese
2120015334,15/01/2021,Curd
2120015335,15/01/2021,Seeds/Spices
2120015335,15/01/2021,Wheat
2120015336,15/01/2021,Tissues
2120015337,15/01/2021,Vegetable
2120015337,15/01/2021,Paneer/Tofu/Khova
2120015337,15/01/2021,Curd
2120015337,15/01/2021,Pulses
2120015338,15/01/2021,Egg
2120015338,15/01/2021,Milk
2120015338,15/01/2021,Milk
2120015339,15/01/2021,Bread
2120015340,15/01/2021,Seeds/Spices
2120015340,15/01/2021,Tea
2120015340,15/01/2021,Paneer/Tofu/Khova
2120015340,15/01/2021,Ready to eat
2120015340,15/01/2021,Idli/Dosa Batter
2120015340,15/01/2021,Curd
2120015340,15/01/2021,Ready to eat
2120015341,15/01/2021,Vegetable
2120015341,15/01/2021,Bread
2120015341,15/01/2021,Idli/Dosa Batter
2120015341,15/01/2021,Ready to eat
2120015341,15/01/2021,Cooking Oil
2120015342,15/01/2021,Vermicelli
2120015342,15/01/2021,Idli/Dosa Batter
2120015342,15/01/2021,Sugar
2120015342,15/01/2021,Milk
2120015343,15/01/2021,Vegetable
2120015343,15/01/2021,Ready to eat
2120015344,15/01/2021,Misc. Household
2120015344,15/01/2021,Cosmetics/Personal Hygiene
2120015344,15/01/2021,Biscuits
2120015344,15/01/2021,Biscuits
2120015344,15/01/2021,Cosmetics/Personal Hygiene
2120015344,15/01/2021,Cosmetics/Personal Hygiene
2120015344,15/01/2021,Paneer/Tofu/Khova
2120015344,15/01/2021,Tissues
2120015344,15/01/2021,Biscuits
2120015344,15/01/2021,Biscuits
2120015344,15/01/2021,Indian snacks
2120015344,15/01/2021,Poha
2120015345,15/01/2021,Dry fruits/nuts
2120015346,15/01/2021,Cosmetics/Personal Hygiene
2120015346,15/01/2021,Bread
2120015346,15/01/2021,Curd
2120015347,15/01/2021,TEA
2120015347,15/01/2021,Egg
2120015347,15/01/2021,Curd
2120015348,15/01/2021,Biscuits
2120015349,15/01/2021,Milk
2120015349,15/01/2021,Pulses
2120015349,15/01/2021,Seeds/Spices
2120015349,15/01/2021,Indian snacks
2120015349,15/01/2021,Seeds/Spices
2120015349,15/01/2021,Milk
2120015349,15/01/2021,Seeds/Spices
2120015350,15/01/2021,Instant Noodles/Pasta/Soup
2120015350,15/01/2021,Beverage
2120015351,15/01/2021,Curd
2120015352,15/01/2021,Other flours
2120015353,15/01/2021,Ice cream
2120015354,16/01/2021,Vegetable
2120015354,16/01/2021,Poha
2120015355,16/01/2021,Milk
2120015356,16/01/2021,Bread
2120015356,16/01/2021,Paneer/Tofu/Khova
2120015357,16/01/2021,Instant Noodles/Pasta/Soup
2120015358,16/01/2021,Vegetable
2120015358,16/01/2021,Tea
2120015359,16/01/2021,Tea
2120015359,16/01/2021,Breakfast Cereal
2120015359,16/01/2021,Curd
2120015359,16/01/2021,Milk
2120015360,16/01/2021,Rice
2120015360,16/01/2021,Bread
2120015360,16/01/2021,Milk
2120015361,16/01/2021,Bread
2120015361,16/01/2021,Ready to eat
2120015361,16/01/2021,Milk
2120015362,16/01/2021,Water
2120015363,16/01/2021,Vegetable
2120015363,16/01/2021,Maida flour
2120015363,16/01/2021,Chocolate
2120015363,16/01/2021,Chocolate
2120015363,16/01/2021,Biscuits
2120015363,16/01/2021,Beverage
2120015363,16/01/2021,Chocolate
2120015363,16/01/2021,Chips
2120015363,16/01/2021,Salt
2120015363,16/01/2021,Beverage
2120015363,16/01/2021,Butter
2120015364,16/01/2021,Egg
2120015364,16/01/2021,Battery
2120015364,16/01/2021,Bread
2120015365,16/01/2021,Beverage
2120015366,16/01/2021,Egg
2120015366,16/01/2021,Milk
2120015367,16/01/2021,Vegetable
2120015367,16/01/2021,Cosmetics/Personal Hygiene
2120015367,16/01/2021,Indian snacks
2120015367,16/01/2021,Milk
2120015367,16/01/2021,Milk
2120015368,16/01/2021,Vegetable
2120015368,16/01/2021,Vegetable
2120015369,16/01/2021,Biscuits
2120015370,16/01/2021,Chocolate
2120015370,16/01/2021,Seeds/Spices
2120015370,16/01/2021,Salt
2120015370,16/01/2021,Salt
2120015371,16/01/2021,Egg
2120015372,16/01/2021,Vegetable
2120015372,16/01/2021,Cleaning Products
2120015372,16/01/2021,Battery
2120015372,16/01/2021,Battery
2120015373,16/01/2021,Other Groceries
2120015373,16/01/2021,Other Groceries
2120015374,16/01/2021,Cleaning Products
2120015374,16/01/2021,Bread
2120015375,16/01/2021,Indian snacks
2120015375,16/01/2021,Instant Noodles/Pasta/Soup
2120015376,16/01/2021,Egg
2120015376,16/01/2021,Ice cream
2120015377,16/01/2021,Tea
2120015377,16/01/2021,Milk
2120015378,16/01/2021,Ice cream
2120015378,16/01/2021,Ice cream
2120015378,16/01/2021,Ice cream
2120015378,16/01/2021,Curd
2120015378,16/01/2021,Idli/Dosa Batter
2120015379,16/01/2021,Egg
2120015380,16/01/2021,Instant Noodles/Pasta/Soup
2120015381,16/01/2021,Curd
2120015382,16/01/2021,Vegetable
2120015382,16/01/2021,Bread
2120015382,16/01/2021,Sauces/pastes/spread/pickle
2120015382,16/01/2021,Curd
2120015383,16/01/2021,Curd
2120015384,16/01/2021,Curd
2120015385,16/01/2021,Biscuits
2120015385,16/01/2021,Milk
2120015385,16/01/2021,Curd
2120015386,16/01/2021,Curd
2120015386,16/01/2021,Ghee
2120015387,16/01/2021,Cleaning Products
2120015387,16/01/2021,Bread
2120015387,16/01/2021,Cheese
2120015387,16/01/2021,Paneer/Tofu/Khova
2120015388,16/01/2021,Rice
2120015389,16/01/2021,Misc. Household
2120015390,16/01/2021,Tissues
2120015390,16/01/2021,Rice
2120015390,16/01/2021,Tissues
2120015390,16/01/2021,Pulses
2120015390,16/01/2021,Curd
2120015391,16/01/2021,Instant Noodles/Pasta/Soup
2120015392,16/01/2021,Vegetable
2120015392,16/01/2021,Vegetable
2120015392,16/01/2021,Vegetable
2120015392,16/01/2021,Milk
2120015393,16/01/2021,Cooking Oil
2120015394,16/01/2021,Bread
2120015394,16/01/2021,Sugar
2120015395,16/01/2021,Tissues
2120015395,16/01/2021,Seeds/Spices
2120015395,16/01/2021,Cosmetics/Personal Hygiene
2120015395,16/01/2021,Biscuits
2120015395,16/01/2021,Bread
2120015395,16/01/2021,Other flours
2120015395,16/01/2021,Other flours
2120015395,16/01/2021,Seeds/Spices
2120015395,16/01/2021,Sauces/pastes/spread/pickle
2120015395,16/01/2021,Rice
2120015396,16/01/2021,Cosmetics/Personal Hygiene
2120015396,16/01/2021,Chips
2120015396,16/01/2021,Bread
2120015397,16/01/2021,Milk
2120015398,16/01/2021,Biscuits
2120015399,16/01/2021,Cosmetics/Personal Hygiene
2120015400,16/01/2021,Vegetable
2120015401,16/01/2021,Paneer/Tofu/Khova
2120015402,16/01/2021,Water
2120015403,16/01/2021,Chocolate
2120015404,16/01/2021,Bread
2120015404,16/01/2021,Paneer/Tofu/Khova
2120015405,16/01/2021,Biscuits
2120015405,16/01/2021,Biscuits
2120015406,16/01/2021,Beverage
2120015406,16/01/2021,Beverage
2120015406,16/01/2021,Milk
2120015407,16/01/2021,Paneer/Tofu/Khova
2120015408,16/01/2021,Beverage
2120015409,16/01/2021,Milk
2120015409,16/01/2021,Egg
2120015409,16/01/2021,Milk
2120015409,16/01/2021,Curd
2120015410,16/01/2021,Milk
2120015411,16/01/2021,Cheese
2120015412,16/01/2021,Milk
2120015412,16/01/2021,Milk
2120015413,16/01/2021,Milk
2120015413,16/01/2021,Water
2120015413,16/01/2021,Milk
2120015414,16/01/2021,Misc. Household
2120015414,16/01/2021,Bread
2120015414,16/01/2021,Cheese
2120015414,16/01/2021,Curd
2120015415,16/01/2021,Other flours
2120015416,16/01/2021,Other flours
2120015417,16/01/2021,Milk
2120015417,16/01/2021,Milk
2120015418,17/01/2021,Cleaning Products
2120015419,17/01/2021,Idli/Dosa Batter
2120015420,17/01/2021,Idli/Dosa Batter
2120015421,17/01/2021,Paneer/Tofu/Khova
2120015422,17/01/2021,Rice
2120015422,17/01/2021,Cleaning Products
2120015422,17/01/2021,Biscuits
2120015422,17/01/2021,Cosmetics/Personal Hygiene
2120015422,17/01/2021,Cosmetics/Personal Hygiene
2120015423,17/01/2021,Sugar
2120015424,17/01/2021,Idli/Dosa Batter
2120015425,17/01/2021,Water
2120015426,17/01/2021,Water
2120015427,17/01/2021,Dry fruits/nuts
2120015427,17/01/2021,Tea
2120015427,17/01/2021,Poha
2120015428,17/01/2021,Indian snacks
2120015429,17/01/2021,Vegetable
2120015429,17/01/2021,Bread
2120015430,17/01/2021,Biscuits
2120015430,17/01/2021,Sauces/pastes/spread/pickle
2120015430,17/01/2021,Cream
2120015430,17/01/2021,Popcorn
2120015431,17/01/2021,Egg
2120015431,17/01/2021,Curd
2120015432,17/01/2021,Breakfast Cereal
2120015432,17/01/2021,Chocolate
2120015433,17/01/2021,Vegetable
2120015433,17/01/2021,Bread
2120015434,17/01/2021,Egg
2120015435,17/01/2021,Cleaning Products
2120015435,17/01/2021,Chocolate
2120015436,17/01/2021,Vegetable
2120015437,17/01/2021,Vegetable
2120015437,17/01/2021,Rice
2120015437,17/01/2021,Coffee
2120015437,17/01/2021,Biscuits
2120015437,17/01/2021,Seeds/Spices
2120015437,17/01/2021,Seeds/Spices
2120015437,17/01/2021,Bread
2120015437,17/01/2021,Salt
2120015437,17/01/2021,Paneer/Tofu/Khova
2120015438,17/01/2021,Paneer/Tofu/Khova
2120015438,17/01/2021,Milk
2120015438,17/01/2021,Cooking Oil
2120015439,17/01/2021,Rice
2120015439,17/01/2021,Biscuits
2120015439,17/01/2021,Coffee
2120015440,17/01/2021,Egg
2120015440,17/01/2021,Other Groceries
2120015440,17/01/2021,Instant Noodles/Pasta/Soup
2120015440,17/01/2021,Beverage
2120015441,17/01/2021,Rice
2120015441,17/01/2021,Vegetable
2120015441,17/01/2021,Vegetable
2120015442,17/01/2021,Vegetable
2120015442,17/01/2021,Vegetable
2120015442,17/01/2021,Vegetable
2120015442,17/01/2021,Vegetable
2120015442,17/01/2021,Cosmetics/Personal Hygiene
2120015442,17/01/2021,Paneer/Tofu/Khova
2120015442,17/01/2021,Vegetable
2120015443,17/01/2021,Ready to eat
2120015443,17/01/2021,Idli/Dosa Batter
2120015444,17/01/2021,Egg
2120015444,17/01/2021,Bread
2120015445,17/01/2021,Cosmetics/Personal Hygiene
2120015446,17/01/2021,Beverage
2120015446,17/01/2021,Salt
2120015446,17/01/2021,Milk
2120015446,17/01/2021,Curd
2120015447,17/01/2021,Chocolate
2120015447,17/01/2021,Chips
2120015447,17/01/2021,Ready to eat
2120015447,17/01/2021,Cooking Oil
2120015448,17/01/2021,Idli/Dosa Batter
2120015449,17/01/2021,Chocolate
2120015449,17/01/2021,Chips
2120015450,17/01/2021,Chocolate
2120015450,17/01/2021,Chocolate
2120015450,17/01/2021,Chips
2120015451,17/01/2021,Indian snacks
2120015451,17/01/2021,Paneer/Tofu/Khova
2120015451,17/01/2021,Cosmetics/Personal Hygiene
2120015451,17/01/2021,Milk
2120015451,17/01/2021,Pulses
2120015452,17/01/2021,Seeds/Spices
2120015452,17/01/2021,Ice cream
2120015453,17/01/2021,Water
2120015454,17/01/2021,Vegetable
2120015454,17/01/2021,Vegetable
2120015454,17/01/2021,Indian snacks
2120015454,17/01/2021,Biscuits
2120015454,17/01/2021,Biscuits
2120015454,17/01/2021,Misc. Household
2120015454,17/01/2021,Instant Noodles/Pasta/Soup
2120015454,17/01/2021,Chips
2120015454,17/01/2021,Paneer/Tofu/Khova
2120015454,17/01/2021,Vegetable
2120015455,17/01/2021,Rice
2120015455,17/01/2021,Chocolate
2120015455,17/01/2021,Biscuits
2120015455,17/01/2021,Biscuits
2120015455,17/01/2021,Chocolate
2120015455,17/01/2021,Curd
2120015456,17/01/2021,Vegetable
2120015456,17/01/2021,Instant Noodles/Pasta/Soup
2120015457,17/01/2021,Chocolate
2120015457,17/01/2021,Beverage
2120015457,17/01/2021,Ice cream
2120015458,17/01/2021,Wheat
2120015459,17/01/2021,Tissues
2120015459,17/01/2021,Poha
2120015460,17/01/2021,Indian snacks
2120015460,17/01/2021,Indian snacks
2120015460,17/01/2021,Indian snacks
2120015460,17/01/2021,Indian snacks
2120015460,17/01/2021,Milk
2120015461,17/01/2021,Chocolate
2120015461,17/01/2021,Chocolate
2120015461,17/01/2021,Chocolate
2120015461,17/01/2021,Ice cream
2120015461,17/01/2021,Chips
2120015461,17/01/2021,Chips
2120015462,17/01/2021,Curd
2120015463,17/01/2021,Cosmetics/Personal Hygiene
2120015463,17/01/2021,Cleaning Products
2120015464,17/01/2021,Bread
2120015464,17/01/2021,Ready to eat
2120015465,17/01/2021,Wheat
2120015466,17/01/2021,Vegetable
2120015466,17/01/2021,Vegetable
2120015466,17/01/2021,Vegetable
2120015466,17/01/2021,Egg
2120015466,17/01/2021,Vegetable
2120015466,17/01/2021,Instant Noodles/Pasta/Soup
2120015466,17/01/2021,Biscuits
2120015466,17/01/2021,Biscuits
2120015466,17/01/2021,Biscuits
2120015466,17/01/2021,Pulses
2120015466,17/01/2021,Biscuits
2120015466,17/01/2021,Indian snacks
2120015466,17/01/2021,Milk
2120015466,17/01/2021,Milk
2120015466,17/01/2021,Other Groceries
2120015467,17/01/2021,Egg
2120015467,17/01/2021,Instant Noodles/Pasta/Soup
2120015467,17/01/2021,Biscuits
2120015467,17/01/2021,Biscuits
2120015467,17/01/2021,Biscuits
2120015467,17/01/2021,Biscuits
2120015467,17/01/2021,Curd
2120015468,17/01/2021,Egg
2120015468,17/01/2021,Other Groceries
2120015468,17/01/2021,Chocolate
2120015468,17/01/2021,Chocolate
2120015468,17/01/2021,Tea
2120015468,17/01/2021,Coffee
2120015468,17/01/2021,Sauces/pastes/spread/pickle
2120015468,17/01/2021,Ready to eat
2120015468,17/01/2021,Biscuits
2120015468,17/01/2021,Biscuits
2120015468,17/01/2021,Biscuits
2120015468,17/01/2021,Yogurt
2120015468,17/01/2021,Yogurt
2120015468,17/01/2021,Yogurt
2120015468,17/01/2021,Indian snacks
2120015469,17/01/2021,Chocolate
2120015469,17/01/2021,Chocolate
2120015470,17/01/2021,Vegetable
2120015470,17/01/2021,Vegetable
2120015470,17/01/2021,Vegetable
2120015470,17/01/2021,Instant Noodles/Pasta/Soup
2120015470,17/01/2021,Cake
2120015470,17/01/2021,Instant Noodles/Pasta/Soup
2120015470,17/01/2021,Curd
2120015471,17/01/2021,Milk powder
2120015471,17/01/2021,Chips
2120015472,17/01/2021,Vegetable
2120015472,17/01/2021,Milk
2120015473,17/01/2021,Egg
2120015473,17/01/2021,Milk
2120015474,17/01/2021,Bread
2120015474,17/01/2021,Cooking Oil
2120015475,17/01/2021,Bread
2120015476,17/01/2021,Water
2120015477,17/01/2021,Dry fruits/nuts
2120015478,17/01/2021,Bread
2120015478,17/01/2021,Curd
2120015479,18/01/2021,Vegetable
2120015479,18/01/2021,Vegetable
2120015479,18/01/2021,Vegetable
2120015479,18/01/2021,Vegetable
2120015479,18/01/2021,Vegetable
2120015479,18/01/2021,Vegetable
2120015479,18/01/2021,Vegetable
2120015479,18/01/2021,Butter
2120015479,18/01/2021,Curd
2120015479,18/01/2021,Bread
2120015480,18/01/2021,Wheat
2120015481,18/01/2021,Curd
2120015481,18/01/2021,Beverage
2120015482,18/01/2021,Vegetable
2120015483,18/01/2021,Cheese
2120015484,18/01/2021,Egg
2120015484,18/01/2021,Cheese
2120015484,18/01/2021,Ice cream
2120015484,18/01/2021,Cheese
2120015485,18/01/2021,Vegetable
2120015485,18/01/2021,Egg
2120015485,18/01/2021,Water
2120015485,18/01/2021,Curd
2120015485,18/01/2021,Butter
2120015486,18/01/2021,Indian snacks
2120015486,18/01/2021,Vegetable
2120015486,18/01/2021,Egg
2120015486,18/01/2021,Seeds/Spices
2120015486,18/01/2021,Other flours
2120015486,18/01/2021,Curd
2120015486,18/01/2021,Other Groceries
2120015486,18/01/2021,Maida flour
2120015487,18/01/2021,Other Groceries
2120015487,18/01/2021,Milk
2120015488,18/01/2021,Bread
2120015489,18/01/2021,Stationary
2120015489,18/01/2021,Beverage
2120015490,18/01/2021,Egg
2120015490,18/01/2021,Cleaning Products
2120015491,18/01/2021,Paneer/Tofu/Khova
2120015492,18/01/2021,Dry fruits/nuts
2120015492,18/01/2021,Maida flour
2120015493,18/01/2021,Vegetable
2120015494,18/01/2021,Water
2120015495,18/01/2021,Seeds/Spices
2120015495,18/01/2021,Other Groceries
2120015495,18/01/2021,Coffee
2120015495,18/01/2021,Biscuits
2120015495,18/01/2021,Curd
2120015496,18/01/2021,Chips
2120015496,18/01/2021,Chips
2120015496,18/01/2021,Beverage
2120015496,18/01/2021,Water
2120015496,18/01/2021,Curd
2120015497,18/01/2021,Bread
2120015498,18/01/2021,Sugar
2120015498,18/01/2021,Pulses
2120015499,18/01/2021,Milk
2120015499,18/01/2021,Instant Noodles/Pasta/Soup
2120015499,18/01/2021,Milk
2120015500,18/01/2021,Beverage
2120015500,18/01/2021,Chocolate
2120015501,18/01/2021,Vegetable
2120015501,18/01/2021,Vegetable
2120015501,18/01/2021,Pulses
2120015501,18/01/2021,Indian snacks
2120015501,18/01/2021,Sauces/pastes/spread/pickle
2120015501,18/01/2021,Wheat
2120015501,18/01/2021,Other flours
2120015501,18/01/2021,Sugar
2120015502,18/01/2021,Chips
2120015503,18/01/2021,Milk
2120015503,18/01/2021,Milk
2120015503,18/01/2021,Milk
2120015504,18/01/2021,Milk
2120015504,18/01/2021,Milk
2120015505,18/01/2021,Water
2120015506,18/01/2021,Milk
2120015506,18/01/2021,Vegetable
2120015506,18/01/2021,Paneer/Tofu/Khova
2120015506,18/01/2021,Milk
2120015506,18/01/2021,Milk
2120015507,18/01/2021,Tea
2120015507,18/01/2021,Milk
2120015507,18/01/2021,Curd
2120015508,18/01/2021,Butter
2120015508,18/01/2021,Bread
2120015509,18/01/2021,Cleaning Products
2120015509,18/01/2021,Indian snacks
2120015509,18/01/2021,Indian snacks
2120015509,18/01/2021,Water
2120015509,18/01/2021,Milk
2120015510,18/01/2021,Cosmetics/Personal Hygiene
2120015510,18/01/2021,Tissues
2120015511,18/01/2021,Vegetable
2120015511,18/01/2021,Egg
2120015512,18/01/2021,Seeds/Spices
2120015512,18/01/2021,Coffee
2120015512,18/01/2021,Milk
2120015512,18/01/2021,Maida flour
2120015513,18/01/2021,Beverage
2120015514,18/01/2021,Rice
2120015514,18/01/2021,Cleaning Products
2120015514,18/01/2021,Cleaning Products
2120015514,18/01/2021,Cleaning Products
2120015514,18/01/2021,Biscuits
2120015515,18/01/2021,MILK
2120015515,18/01/2021,Beverage
2120015515,18/01/2021,Beverage
2120015515,18/01/2021,Yogurt
2120015516,18/01/2021,Paneer/Tofu/Khova
2120015516,18/01/2021,Sauces/pastes/spread/pickle
2120015516,18/01/2021,Sauces/pastes/spread/pickle
2120015517,18/01/2021,Instant Noodles/Pasta/Soup
2120015517,18/01/2021,Chips
2120015517,18/01/2021,Curd
2120015518,18/01/2021,Water
2120015519,18/01/2021,Beverage
2120015519,18/01/2021,Bread
2120015519,18/01/2021,Sauces/pastes/spread/pickle
2120015519,18/01/2021,Ready to eat
2120015519,18/01/2021,Biscuits
2120015519,18/01/2021,Beverage
2120015520,18/01/2021,Water
2120015520,18/01/2021,Tea
2120015520,18/01/2021,Biscuits
2120015520,18/01/2021,Biscuits
2120015520,18/01/2021,Curd
2120015521,18/01/2021,Seeds/Spices
2120015521,18/01/2021,Paneer/Tofu/Khova
2120015521,18/01/2021,Bread
2120015522,18/01/2021,Curd
2120015522,18/01/2021,Beverage
2120015523,18/01/2021,Misc. Household
2120015524,18/01/2021,Egg
2120015525,18/01/2021,Paneer/Tofu/Khova
2120015526,18/01/2021,Breakfast Cereal
2120015526,18/01/2021,Curd
2120015527,18/01/2021,Wheat
2120015528,18/01/2021,Other Groceries
2120015528,18/01/2021,Chips
2120015528,18/01/2021,Milk
2120015529,19/01/2021,Butter
2120015530,19/01/2021,Idli/Dosa Batter
2120015531,19/01/2021,Battery
2120015532,19/01/2021,Egg
2120015532,19/01/2021,Pulses
2120015533,19/01/2021,Bread
2120015534,19/01/2021,Cooking Oil
2120015535,19/01/2021,Vegetable
2120015535,19/01/2021,Vegetable
2120015535,19/01/2021,Vegetable
2120015535,19/01/2021,Vegetable
2120015535,19/01/2021,Vegetable
2120015536,19/01/2021,Curd
2120015537,19/01/2021,Sauces/pastes/spread/pickle
2120015538,19/01/2021,Tea
2120015539,19/01/2021,Milk
2120015539,19/01/2021,Milk
2120015540,19/01/2021,Pulses
2120015540,19/01/2021,Vegetable
2120015540,19/01/2021,Vegetable
2120015540,19/01/2021,Vegetable
2120015540,19/01/2021,Vegetable
2120015540,19/01/2021,Vegetable
2120015540,19/01/2021,Vegetable
2120015540,19/01/2021,Vegetable
2120015540,19/01/2021,Vegetable
2120015540,19/01/2021,Vegetable
2120015541,19/01/2021,Curd
2120015541,19/01/2021,Curd
2120015541,19/01/2021,Pulses
2120015542,19/01/2021,Vegetable
2120015542,19/01/2021,Vegetable
2120015542,19/01/2021,Vegetable
2120015542,19/01/2021,Vegetable
2120015542,19/01/2021,Vegetable
2120015542,19/01/2021,Vegetable
2120015542,19/01/2021,Vegetable
2120015542,19/01/2021,Vegetable
2120015542,19/01/2021,Vegetable
2120015543,19/01/2021,Rice
2120015543,19/01/2021,Vegetable
2120015544,19/01/2021,Vegetable
2120015544,19/01/2021,Vegetable
2120015545,19/01/2021,Misc. Household
2120015546,19/01/2021,Indian snacks
2120015546,19/01/2021,Curd
2120015547,19/01/2021,Vegetable
2120015547,19/01/2021,Vegetable
2120015548,19/01/2021,Beverage
2120015548,19/01/2021,Curd
